bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,yr_built,water_view_score,zipcode,sqft_per_bedroom,age,predicted_price
3.0,2.5,2140,8925,2.0,3,2140,0,1991,0,98074,535.0,34,544361.3822875833
3.0,1.75,1900,11165,1.0,4,1900,0,1959,0,98008,475.0,66,582080.7913237119
3.0,1.0,1580,7424,1.0,3,1010,570,1962,0,98058,395.0,63,191435.2275984232
3.0,2.0,1980,12150,1.0,3,1980,0,1994,0,98042,495.0,31,310954.02197805024
4.0,2.5,2810,11120,2.0,3,2810,0,1982,0,98074,562.0,43,668411.6343516757
3.0,2.5,2650,2387,2.0,3,1830,820,1920,0,98119,662.5,105,869618.7937610936
4.0,1.75,2200,8100,1.5,5,1400,800,1942,0,98168,440.0,83,364370.81659938605
3.0,1.75,1390,18200,1.0,4,1390,0,1962,0,98023,347.5,63,176317.58033251198
2.0,1.0,770,4000,1.0,5,770,0,1924,0,98117,256.6666666666667,101,424206.67278055754
3.0,1.0,1130,10650,1.0,3,1130,0,1954,0,98188,282.5,71,99583.38053720829
3.0,1.0,1480,7830,1.0,3,1480,0,1952,0,98133,370.0,73,348324.90577675134
3.0,1.75,1400,4000,1.0,3,870,530,1951,0,98117,350.0,74,463951.5403644837
3.0,1.5,1650,9957,1.0,4,1100,550,1961,0,98125,412.5,64,383409.9836292985
4.0,2.5,2800,5900,1.0,3,1660,1140,1963,0,98115,560.0,62,730802.7263218368
4.0,3.0,3720,57499,1.0,3,1880,1840,2003,0,98014,744.0,22,711322.5533871527
2.0,1.0,840,11600,1.0,3,840,0,1952,0,98168,280.0,73,136211.56774808787
2.0,2.5,1050,1609,2.0,3,1050,0,2005,0,98144,350.0,20,427045.47872287733
3.0,1.75,1470,4950,1.0,3,1030,440,1984,0,98133,367.5,41,319699.32764989877
3.0,2.0,1340,4320,1.0,3,920,420,1912,0,98002,335.0,113,150301.51327711553
4.0,1.75,2260,7005,1.0,4,1130,1130,1947,1,98033,452.0,78,694468.3623244379
3.0,2.5,2830,6536,2.0,3,2830,0,1989,0,98072,707.5,36,659938.3920507546
3.0,2.5,1860,3730,2.0,3,1860,0,2012,0,98019,465.0,13,354215.5964244086
3.0,1.0,1050,8498,1.0,3,1050,0,1958,0,98031,262.5,67,110116.0594258079
3.0,2.5,2030,6970,2.0,4,2030,0,1991,0,98029,507.5,34,580805.6647754209
3.0,1.0,1370,7500,1.0,3,1370,0,1960,0,98014,342.5,65,361364.059056986
3.0,1.0,1010,5400,1.0,3,1010,0,1959,0,98144,252.5,66,398114.8503955386
5.0,1.5,3360,5402,2.0,3,3360,0,2014,0,98074,560.0,11,730241.8917184224
3.0,1.75,1530,10731,1.0,3,1530,0,1986,0,98028,382.5,39,354701.01963491156
4.0,2.5,2550,6256,2.0,3,2550,0,1992,0,98072,510.0,33,582666.0113240201
3.0,1.75,2870,5000,1.5,4,1840,1030,1907,0,98144,717.5,118,730679.2467486124
3.0,2.25,1450,1445,2.0,3,980,470,2005,0,98122,362.5,20,484023.79736050393
4.0,2.0,1360,60548,1.0,3,960,400,1960,0,98001,272.0,65,135670.49729868682
2.0,1.0,1160,5000,1.0,4,1160,0,1937,0,98117,386.6666666666667,88,483034.7392971885
3.0,2.5,2390,1984,2.0,3,2220,170,2008,0,98029,597.5,17,615486.3975714188
4.0,2.75,3010,15992,2.0,3,3010,0,1996,0,98075,602.0,29,736998.3264130028
4.0,2.5,2610,7091,2.0,3,2610,0,1987,0,98023,522.0,38,379569.80408876017
4.0,3.0,3600,9200,1.0,4,2100,1500,1976,4,98008,720.0,49,1023761.6950458057
4.0,1.5,1920,10403,1.0,3,1370,550,1959,0,98023,384.0,66,191181.29227838904
3.0,1.75,2380,6000,1.5,3,1320,1060,1935,0,98178,595.0,90,330011.9084773721
4.0,2.5,2760,6000,2.0,5,2230,530,1942,0,98115,552.0,83,797292.2192775579
3.0,2.5,1530,1131,3.0,3,1530,0,2009,0,98103,382.5,16,527020.7623994426
3.0,2.25,2370,217800,2.0,3,2370,0,1979,0,98053,592.5,46,625489.7731443202
4.0,1.75,1560,31299,1.0,4,1560,0,1965,0,98092,312.0,60,216952.97999835637
2.0,1.5,1140,2980,2.0,3,1140,0,1988,0,98029,380.0,37,361999.2509287359
4.0,3.0,1630,7626,1.0,5,1110,520,1990,0,98125,326.0,35,423302.9220185511
5.0,1.0,1870,7800,1.0,3,1580,290,1962,0,98168,311.6666666666667,63,273981.94570890116
3.0,1.5,1180,12324,1.0,3,800,380,1981,0,98074,295.0,44,310430.6151836164
3.0,2.25,1820,9670,2.0,3,1820,0,1984,0,98052,455.0,41,543930.6785446423
4.0,3.5,4390,11600,2.0,3,3060,1330,1990,3,98040,878.0,35,1343239.1523795528
3.0,2.0,1550,6039,1.0,5,830,720,1942,0,98126,387.5,83,422155.9178963657
4.0,2.75,2550,7636,1.0,3,1440,1110,1986,0,98074,510.0,39,545880.543884862
2.0,2.0,1570,4665,1.0,3,1570,0,2006,0,98053,523.3333333333334,19,487592.0530571565
4.0,3.5,3150,6202,2.0,3,3150,0,2005,0,98042,630.0,20,548472.5304707914
2.0,1.0,1730,6375,2.0,4,1730,0,1945,0,98126,576.6666666666666,80,466245.1995296943
5.0,2.75,2130,6222,1.0,3,1300,830,1991,0,98118,355.0,34,441810.9933307579
3.0,2.5,2420,8252,2.0,3,2420,0,1998,0,98065,605.0,27,491564.7393005944
3.0,1.0,1200,7800,1.0,4,1200,0,1954,0,98126,300.0,71,363919.4708416842
3.0,1.0,1050,7500,1.0,3,1050,0,1900,0,98136,262.5,125,384766.59071820066
3.0,1.75,1480,7700,1.0,3,1480,0,1975,0,98034,370.0,50,412530.80180204916
4.0,2.5,1811,4381,2.0,3,1811,0,2007,0,98055,362.2,18,321329.20589807926
5.0,3.5,3200,43560,2.0,3,3200,0,1989,0,98059,533.3333333333334,36,642426.1956642623
3.0,2.25,1800,43647,1.0,4,1800,0,1976,0,98072,450.0,49,490754.0380190072
3.0,2.5,2030,8398,2.0,4,2030,0,1975,0,98008,507.5,50,598154.4637691185
2.0,1.0,970,5665,1.0,4,970,0,1908,0,98118,323.3333333333333,117,314915.7787161167
4.0,3.5,4490,5099,2.0,3,3390,1100,2006,0,98065,898.0,19,828494.25701468
4.0,3.5,2970,14486,2.0,3,2340,630,1997,0,98040,594.0,28,951947.163191073
3.0,2.0,1460,10311,1.0,4,1460,0,1975,0,98052,365.0,50,513603.44694115384
4.0,1.75,3990,13470,2.0,3,3990,0,2006,0,98059,798.0,19,770239.7182367423
4.0,4.0,4420,16526,2.0,3,4420,0,2013,0,98075,884.0,12,1062395.8446152848
4.0,3.0,2130,6325,1.0,5,1440,690,1948,0,98116,426.0,77,681253.235474999
3.0,1.75,1560,9788,1.0,3,1560,0,1964,0,98178,390.0,61,265724.2068213257
3.0,1.5,1240,11200,1.0,4,1240,0,1954,0,98006,310.0,71,497026.8269104199
3.0,1.0,1060,9946,1.0,4,1060,0,1956,0,98188,265.0,69,105748.14118950989
4.0,2.0,2120,11479,1.0,4,1060,1060,1940,0,98125,424.0,85,435631.9841469958
3.0,2.75,1850,16960,1.0,4,1850,0,1953,2,98177,462.5,72,731672.9372012424
3.0,1.0,980,3090,1.5,3,980,0,1903,0,98118,245.0,122,265696.1929517723
4.0,2.5,2840,11044,2.0,3,2840,0,2001,0,98034,568.0,24,666152.5662029393
2.0,2.5,1780,2067,2.0,5,1780,0,1974,0,98004,593.3333333333334,51,1034598.190342346
4.0,2.5,3140,9225,1.0,5,1770,1370,1966,2,98057,628.0,59,600522.4099084658
3.0,2.25,2090,10733,1.0,3,1440,650,1958,0,98115,522.5,67,640095.3769665865
2.0,1.0,920,3780,1.0,3,920,0,1910,0,98103,306.6666666666667,115,451712.9245711471
3.0,2.5,2720,6014,2.0,3,2720,0,2002,0,98092,680.0,23,439249.0781291184
6.0,1.5,2550,33740,1.0,4,1750,800,1958,0,98023,364.2857142857143,67,288444.8274891481
3.0,3.25,3140,5445,2.0,4,2240,900,1913,3,98109,785.0,112,1261740.3702960091
2.0,1.0,700,6000,1.0,4,700,0,1949,0,98155,233.33333333333334,76,203551.81329661806
4.0,2.5,2570,7859,2.0,3,2570,0,1992,0,98038,514.0,33,430616.5137778859
3.0,2.25,1270,1213,2.0,3,1040,230,2005,0,98107,317.5,20,468118.86029485345
3.0,2.5,2160,3000,1.5,3,1260,900,1909,0,98118,540.0,116,470353.8568692447
4.0,2.0,1670,12056,1.0,3,1670,0,1955,0,98028,334.0,70,381062.31982434983
2.0,2.0,1270,1372,3.0,3,1270,0,2000,0,98115,423.3333333333333,25,471944.46537993243
4.0,2.5,2380,5000,2.0,3,2380,0,2005,0,98038,476.0,20,388312.14550982194
3.0,2.25,2150,30476,2.0,3,2150,0,1991,0,98188,537.5,34,312574.5247637518
5.0,3.0,2620,5477,2.0,3,2620,0,2009,0,98115,436.6666666666667,16,758702.8491502923
4.0,2.5,2060,7475,1.0,3,1440,620,1985,0,98052,412.0,40,555085.6617703589
2.0,1.0,1160,6000,1.0,4,860,300,1942,0,98115,386.6666666666667,83,483788.08508569916
3.0,1.5,1660,15600,2.0,3,1660,0,1981,0,98001,415.0,44,203398.50564245932
5.0,2.75,3030,7679,2.0,3,3030,0,2014,0,98075,505.0,11,720127.9396311903
3.0,2.0,2300,13418,1.0,3,1430,870,1955,0,98004,575.0,70,1020296.1206008488
4.0,1.75,1250,7400,1.0,5,1250,0,1959,0,98008,250.0,66,451081.0586082888
4.0,1.75,1360,4840,1.5,4,1360,0,1928,0,98126,272.0,97,393476.9599933994
3.0,1.5,1250,7700,1.0,5,1250,0,1968,0,98056,312.5,57,296051.75708651973
4.0,1.0,1450,6250,1.0,3,990,460,1964,0,98146,290.0,61,242492.24319336086
4.0,2.25,2060,5649,1.0,5,1360,700,1941,0,98199,412.0,84,727326.8964570934
3.0,1.5,1010,7683,1.5,5,1010,0,1953,0,98125,252.5,72,308953.6489784202
4.0,2.75,2500,4950,2.0,3,2500,0,2010,0,98053,500.0,15,638056.7541885758
3.0,2.0,1750,15500,1.0,3,1490,260,1982,0,98075,437.5,43,477881.7719198707
3.0,1.5,2000,7294,1.0,3,1520,480,1965,0,98118,500.0,60,450647.77774354536
3.0,1.75,1820,5500,1.0,4,1620,200,1957,0,98115,455.0,68,632700.2629380524
3.0,2.0,1460,6377,1.0,3,1460,0,1995,0,98038,365.0,30,230098.40689962928
3.0,1.5,1360,10726,1.0,4,1360,0,1966,0,98059,340.0,59,290533.5713831845
4.0,2.5,2620,8331,2.0,3,2620,0,1991,0,98058,524.0,34,452184.83129922824
3.0,2.0,1170,7258,1.0,3,1170,0,1984,0,98001,292.5,41,143151.3434523908
3.0,1.0,1000,9150,1.0,3,1000,0,1969,0,98059,250.0,56,178927.1291592844
2.0,1.0,820,6250,1.0,4,820,0,1922,0,98136,273.3333333333333,103,369306.9113503874
3.0,1.5,850,2500,1.0,3,850,0,1986,0,98106,212.5,39,202409.60154173372
3.0,1.5,1460,8710,1.0,3,1460,0,1955,0,98166,365.0,70,325852.56724366173
4.0,2.5,2800,8494,2.0,3,2800,0,2004,0,98038,560.0,21,475998.7700930672
2.0,1.0,1380,4390,1.0,4,880,500,1931,0,98115,460.0,94,514051.8020764303
3.0,2.5,1350,1250,3.0,3,1270,80,2006,0,98136,337.5,19,402423.28842354857
3.0,2.5,1950,6871,2.0,3,1950,0,1997,0,98155,487.5,28,432116.6410045144
3.0,2.5,1060,1536,2.0,3,1060,0,2000,0,98117,265.0,25,424147.3238358918
3.0,1.75,1410,8100,2.0,3,1410,0,1985,0,98038,352.5,40,185539.79396775627
4.0,2.5,1800,8100,2.0,3,1800,0,1998,0,98038,360.0,27,269134.3918258621
3.0,1.5,1220,7300,1.0,3,1220,0,1973,0,98001,305.0,52,141724.67521738925
